0.064136,0.062780,0.068448,0.069298,0.068023,0.066795,18,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.069298,0.068023,0.072912,0.075080,0.066505,0.072062,21,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.075321,0.066505,0.065950,0.056119,0.059095,0.063326,21,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.056665,0.059095,0.068661,0.074187,0.071211,0.067507,48,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.074060,0.071211,0.062709,0.061858,0.065755,0.065004,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
0.061585,0.065755,0.074400,0.064197,0.058925,0.068745,24,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4
0.065108,0.058925,0.058913,0.060030,0.054722,0.059245,17,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.060229,0.054722,0.051974,0.056848,0.058062,0.054399,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
0.056225,0.058062,0.049458,0.049560,0.060492,0.052108,25,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
0.049370,0.060492,0.053332,0.048527,0.049954,0.054049,34,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
0.048892,0.049954,0.058585,0.053249,0.056898,0.054288,23,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.053908,0.056898,0.066565,0.062779,0.061646,0.062317,28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0.062860,0.061646,0.047434,0.051584,0.056119,0.053232,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
0.081860,0.079838,0.075227,0.071466,0.067462,0.075489,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.071830,0.067462,0.079514,0.077654,0.072315,0.075167,21,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.077897,0.072315,0.060607,0.052763,0.058823,0.061837,29,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
0.052720,0.058823,0.070212,0.072704,0.071587,0.067432,16,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.072801,0.071587,0.071206,0.063774,0.058605,0.069269,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
0.064308,0.058605,0.055868,0.056715,0.058807,0.057027,29,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.056663,0.058807,0.071830,0.064259,0.062123,0.065386,26,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
0.064954,0.062123,0.067753,0.067624,0.066561,0.066182,17,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.067947,0.066561,0.061746,0.048950,0.056646,0.059317,29,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
0.049747,0.056646,0.066188,0.069161,0.065844,0.063857,31,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.069057,0.065844,0.058338,0.057432,0.057270,0.060138,23,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
0.057512,0.057270,0.067300,0.065157,0.057971,0.063385,22,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.085720,0.086313,0.079942,0.067490,0.066705,0.078021,19,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
0.068314,0.066705,0.080886,0.079942,0.074188,0.075884,31,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0.080060,0.074188,0.056976,0.051381,0.051454,0.060645,23,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
0.051526,0.051454,0.071348,0.073110,0.068762,0.065579,29,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.073574,0.068762,0.065334,0.059096,0.057994,0.064447,19,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
0.059448,0.057994,0.066006,0.068168,0.067914,0.064544,20,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.068338,0.067914,0.073086,0.076690,0.076562,0.072638,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.076512,0.076562,0.076477,0.067151,0.052543,0.073837,26,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.068881,0.052543,0.054885,0.057849,0.051508,0.055074,25,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
0.057422,0.051508,0.050702,0.050554,0.050872,0.050913,30,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0.050815,0.050872,0.063674,0.066006,0.066515,0.060683,20,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.065828,0.066515,0.071560,0.057867,0.059605,0.066206,26,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4
0.062591,0.067290,0.079779,0.087214,0.079266,0.078335,14,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.087114,0.079266,0.067227,0.069313,0.069528,0.071721,22,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.069044,0.069528,0.066914,0.077046,0.083104,0.070969,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
0.076061,0.083104,0.073263,0.059746,0.055887,0.072114,19,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0.060565,0.055887,0.058644,0.061275,0.062868,0.058605,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
0.061250,0.062868,0.079257,0.076831,0.074898,0.073271,31,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.076876,0.074898,0.064032,0.065446,0.062905,0.067939,29,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.065223,0.062905,0.057725,0.052880,0.053230,0.057820,36,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0.053231,0.053230,0.072535,0.068167,0.061317,0.065572,17,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
0.068752,0.061317,0.064014,0.058042,0.057498,0.061456,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
0.074363,0.079521,0.079549,0.072410,0.071179,0.077441,17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
0.073027,0.071179,0.086242,0.086989,0.072109,0.081885,33,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.088259,0.072109,0.069543,0.070023,0.067519,0.070457,20,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0.070321,0.067519,0.076688,0.068804,0.061983,0.071442,23,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
0.069355,0.061983,0.057938,0.053748,0.054833,0.057891,28,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
0.053832,0.054833,0.066267,0.073111,0.074112,0.064955,32,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0.072209,0.074112,0.066434,0.051721,0.060291,0.064702,24,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
